trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,shape_dist_traveled,continuous_pickup,continuous_drop_off
trip_2603281205_26455,08:18:00,08:18:00,stop_2603280916_04279,9,,,,,,
trip_2603281205_26455,08:20:00,08:20:00,stop_2603280916_58955,10,,,,,,
trip_2603281205_26455,08:22:00,08:22:00,stop_2603280916_75963,11,,,,,,
trip_2603281205_26455,08:24:00,08:24:00,stop_2603280916_00202,12,,,,,,
trip_2603281205_26455,08:26:00,08:26:00,stop_2603280916_02706,13,,,,,,
trip_2603281205_26455,08:28:00,08:28:00,stop_2603280916_89816,14,,,,,,
trip_2603281205_26455,08:30:00,08:30:00,stop_2603280916_09306,15,,,,,,
trip_2603281205_77344,08:00:00,08:00:00,stop_2603281205_11410,0,,,,,,
trip_2603281205_77344,08:02:00,08:02:00,stop_2603281205_81451,1,,,,,,
trip_2603281205_77344,08:04:00,08:04:00,stop_2603281205_28129,2,,,,,,
trip_2603281205_77344,08:06:00,08:06:00,stop_2603281205_77039,3,,,,,,
trip_2603281205_77344,08:08:00,08:08:00,stop_2603281205_48825,4,,,,,,
trip_2603281205_77344,08:10:00,08:10:00,stop_2603281205_60828,5,,,,,,
trip_2603281205_77344,08:12:00,08:12:00,stop_2603281205_79601,6,,,,,,
trip_2603281205_77344,08:14:00,08:14:00,stop_2603280916_17088,7,,,,,,
trip_2603281205_77344,08:16:00,08:16:00,stop_2603280916_42503,8,,,,,,
trip_2603281205_77344,08:18:00,08:18:00,stop_2603280916_79005,9,,,,,,
trip_2603281205_77344,08:20:00,08:20:00,stop_2603280916_07038,10,,,,,,
trip_2603281205_77344,08:22:00,08:22:00,stop_2603280916_83440,11,,,,,,
trip_2603281205_77344,08:24:00,08:24:00,stop_2603280916_08944,12,,,,,,
trip_2603281205_77344,08:26:00,08:26:00,stop_2603280916_48840,13,,,,,,
trip_2603281205_77344,08:28:00,08:28:00,stop_2603280916_45437,14,,,,,,
trip_2603281205_77344,08:30:00,08:30:00,stop_2603280916_45151,15,,,,,,
trip_2603281205_77344,08:32:00,08:32:00,stop_2603280916_98068,16,,,,,,
trip_2603281205_77344,08:34:00,08:34:00,stop_2603281205_46525,17,,,,,,
trip_2603281205_77344,08:36:00,08:36:00,stop_2603281205_60471,18,,,,,,
trip_2603281205_77344,08:38:00,08:38:00,stop_2603280916_17322,19,,,,,,
trip_2603281205_77344,08:40:00,08:40:00,stop_2603280916_69392,20,,,,,,
trip_2603281205_77344,08:42:00,08:42:00,stop_2603280916_41694,21,,,,,,
trip_2603281205_77344,08:44:00,08:44:00,stop_2603280916_01364,22,,,,,,
trip_2603281205_77344,08:46:00,08:46:00,stop_2603280916_82388,23,,,,,,
trip_2603281205_77344,08:48:00,08:48:00,stop_2603280916_67673,24,,,,,,
trip_2603281205_77344,08:50:00,08:50:00,stop_2603280916_34573,25,,,,,,
trip_2603281205_77344,08:52:00,08:52:00,stop_2603280916_23099,26,,,,,,
trip_2603281205_77344,08:54:00,08:54:00,stop_2603281205_76565,27,,,,,,
trip_2603281205_77344,08:56:00,08:56:00,stop_2603281205_71521,28,,,,,,
trip_2603281205_77344,08:58:00,08:58:00,stop_2603281205_43091,29,,,,,,
trip_2603281205_77344,09:00:00,09:00:00,stop_2603281205_91797,30,,,,,,
trip_2603281205_04625,08:00:00,08:00:00,stop_2603281205_77227,0,,,,,,
trip_2603281205_04625,08:02:00,08:02:00,stop_2603281205_91036,1,,,,,,
trip_2603281205_04625,08:04:00,08:04:00,stop_2603281205_64161,2,,,,,,
trip_2603281205_04625,08:06:00,08:06:00,stop_2603280916_51730,3,,,,,,
trip_2603281205_04625,08:08:00,08:08:00,stop_2603280916_67916,4,,,,,,
trip_2603281205_04625,08:10:00,08:10:00,stop_2603280916_18038,5,,,,,,
trip_2603281205_04625,08:12:00,08:12:00,stop_2603280916_46498,6,,,,,,
trip_2603281205_04625,08:14:00,08:14:00,stop_2603280916_03918,7,,,,,,
trip_2603281205_04625,08:16:00,08:16:00,stop_2603280916_21108,8,,,,,,
trip_2603281205_04625,08:18:00,08:18:00,stop_2603280916_80288,9,,,,,,
trip_2603281205_04625,08:20:00,08:20:00,stop_2603280916_87512,10,,,,,,
trip_2603281205_04625,08:22:00,08:22:00,stop_2603281205_05538,11,,,,,,
trip_2603281205_04625,08:24:00,08:24:00,stop_2603280916_11606,12,,,,,,
trip_2603281205_04625,08:26:00,08:26:00,stop_2603280916_20382,13,,,,,,
trip_2603281205_04625,08:28:00,08:28:00,stop_2603280916_13089,14,,,,,,
trip_2603281205_04625,08:30:00,08:30:00,stop_2603280916_91139,15,,,,,,
trip_2603281205_04625,08:32:00,08:32:00,stop_2603280916_90780,16,,,,,,
trip_2603281205_04625,08:34:00,08:34:00,stop_2603280916_73723,17,,,,,,
trip_2603281205_04625,08:36:00,08:36:00,stop_2603280916_42075,18,,,,,,
trip_2603281205_04625,08:38:00,08:38:00,stop_2603280916_20580,19,,,,,,
trip_2603281205_04625,08:40:00,08:40:00,stop_2603280916_60259,20,,,,,,
trip_2603281205_04625,08:42:00,08:42:00,stop_2603280916_57792,21,,,,,,
trip_2603281205_04625,08:44:00,08:44:00,stop_2603280916_41948,22,,,,,,
trip_2603281205_04625,08:46:00,08:46:00,stop_2603280916_75967,23,,,,,,
trip_2603281205_04625,08:48:00,08:48:00,stop_2603280916_08711,24,,,,,,
trip_2603281205_04625,08:50:00,08:50:00,stop_2603280916_01392,25,,,,,,
trip_2603281205_04625,08:52:00,08:52:00,stop_2603280916_98801,26,,,,,,
trip_2603281205_04625,08:54:00,08:54:00,stop_2603280916_97936,27,,,,,,
trip_2603281205_04625,08:56:00,08:56:00,stop_2603280916_16339,28,,,,,,
trip_2603281205_04625,08:58:00,08:58:00,stop_2603280916_47109,29,,,,,,
trip_2603281205_04625,09:00:00,09:00:00,stop_2603280916_89094,30,,,,,,
trip_2603281205_52902,08:00:00,08:00:00,stop_2603280916_80828,0,,,,,,
trip_2603281205_52902,08:02:00,08:02:00,stop_2603280916_27515,1,,,,,,
trip_2603281205_52902,08:04:00,08:04:00,stop_2603280916_19271,2,,,,,,
trip_2603281205_52902,08:06:00,08:06:00,stop_2603280916_76068,3,,,,,,
trip_2603281205_52902,08:08:00,08:08:00,stop_2603280916_79695,4,,,,,,
trip_2603281205_52902,08:10:00,08:10:00,stop_2603280916_80663,5,,,,,,
trip_2603281205_52902,08:12:00,08:12:00,stop_2603280916_38409,6,,,,,,
trip_2603281205_52902,08:14:00,08:14:00,stop_2603281205_76565,7,,,,,,
trip_2603281205_52902,08:16:00,08:16:00,stop_2603281205_71521,8,,,,,,
trip_2603281205_52902,08:18:00,08:18:00,stop_2603281205_43091,9,,,,,,
trip_2603281205_52902,08:20:00,08:20:00,stop_2603281205_91797,10,,,,,,
trip_2603281205_82457,08:00:00,08:00:00,stop_2603281205_77227,0,,,,,,
trip_2603281205_82457,08:02:00,08:02:00,stop_2603281205_91036,1,,,,,,
trip_2603281205_82457,08:04:00,08:04:00,stop_2603281205_64161,2,,,,,,
trip_2603281205_82457,08:06:00,08:06:00,stop_2603281205_50093,3,,,,,,
trip_2603281205_82457,08:08:00,08:08:00,stop_2603280916_58955,4,,,,,,
trip_2603281205_82457,08:10:00,08:10:00,stop_2603280916_75963,5,,,,,,
trip_2603281205_82457,08:12:00,08:12:00,stop_2603280916_00202,6,,,,,,
trip_2603281205_82457,08:14:00,08:14:00,stop_2603280916_02706,7,,,,,,
trip_2603281205_82457,08:16:00,08:16:00,stop_2603280916_89816,8,,,,,,
trip_2603281205_82457,08:18:00,08:18:00,stop_2603280916_09306,9,,,,,,
